title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,url,categoryName
Sacred Heart Convert School,,,"HFH5+J8W, Ufulu Road",Kabwe,,ZM,,,Catholic school,,,,https://www.google.com/maps/search/?api=1&query=Sacred%20Heart%20Convert%20School&query_place_id=ChIJQaxwPvS6ahkR2wz3fAk519o,Catholic school
Malundu High School,,,65JM+VJG,Kafue,,ZM,,+260 211 311 322,High school,,,,https://www.google.com/maps/search/?api=1&query=Malundu%20High%20School&query_place_id=ChIJ9SM2aPXDQBkR4KPYUZ41AOc,High school
Lusaka West School,3.9,7,H664+VFQ,Lusaka,,ZM,,,Educational institution,,,,https://www.google.com/maps/search/?api=1&query=Lusaka%20West%20School&query_place_id=ChIJAQAAhOLzQBkRA1HMToVNh5M,Educational institution
Little lulu school Kabulonga,,,26 Roan Rd,Lusaka,,ZM,,+260 97 7762129,Elementary school,School,,,https://www.google.com/maps/search/?api=1&query=Little%20lulu%20school%20Kabulonga&query_place_id=ChIJi1Y45TONQBkRpgVIRDXVVUQ,Elementary school
Kabwata Trust School,,,"stage 4B, 28 Kango Rd",Lusaka,,ZM,,+260 97 8457008,General education school,,,,https://www.google.com/maps/search/?api=1&query=Kabwata%20Trust%20School&query_place_id=ChIJN-uTLmeNQBkRXed5OGYcU7c,General education school
"Parklands Secondary School, Chilanga",,,C7RJ+FCV,Chilanga,,ZM,,,Secondary school,,,,https://www.google.com/maps/search/?api=1&query=Parklands%20Secondary%20School%2C%20Chilanga&query_place_id=ChIJN0HkT8HsQBkR-b-kJ2_2OT0,Secondary school
Chongwe High School,,,MM7J+R69,Chongwe,,ZM,,+260 96 4282880,High school,,,,https://www.google.com/maps/search/?api=1&query=Chongwe%20High%20School&query_place_id=ChIJCadBSiJ-PxkRIvhu97Ip8zg,High school
Shakespeare College Kabulonga,,,H9P2+4CQ,Lusaka,,ZM,,+260 211 236 021,High school,,,,https://www.google.com/maps/search/?api=1&query=Shakespeare%20College%20Kabulonga&query_place_id=ChIJXa_BW3iNQBkR5CEFULOfpi8,High school
Lilayi High School,,,F8M2+J5G,Lusaka,,ZM,,,High school,,,,https://www.google.com/maps/search/?api=1&query=Lilayi%20High%20School&query_place_id=ChIJzY9UIbWSQBkRbCYzvnOl2qc,High school
Handmaids Convent Girls School,,,"320111, Ibex",Lusaka,,ZM,,+260 95 5982089,Elementary school,,,,https://www.google.com/maps/search/?api=1&query=Handmaids%20Convent%20Girls%20School&query_place_id=ChIJGxynZUGMQBkRlTFdzcxuA4o,Elementary school
Holy Cross Convent School,,,"G9J3+W84, Unnamed Road",Lusaka,,ZM,,+260 211 263 916,Catholic school,,,,https://www.google.com/maps/search/?api=1&query=Holy%20Cross%20Convent%20School&query_place_id=ChIJTfJ9fJiNQBkR-lwZMZB5xSU,Catholic school
Trident Prep Lusaka,,,Ngwerere Rd Lusaka ZM,,,ZM,http://www.trident-lusaka.com/,+260 76 0748097,Primary school,Educational institution,,,https://www.google.com/maps/search/?api=1&query=Trident%20Prep%20Lusaka&query_place_id=ChIJY7fwcuZjQBkRdYVx3tfllk0,Primary school
Overhill School,,,G8X8+8PR,Lusaka,,ZM,,+260 96 3732477,Secondary school,,,,https://www.google.com/maps/search/?api=1&query=Overhill%20School&query_place_id=ChIJ2z3f372NQBkRpPQIvWg3ENE,Secondary school
Rosehill Primary School,,,,Kabwe,,ZM,,+260 97 7828720,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Rosehill%20Primary%20School&query_place_id=ChIJGW8KkGu7ahkRObjnvGaNIHc,Primary school
Friends of Jesus Convent - Ibex Hill Campus,,,H9RC+899,Lusaka,,ZM,,+260 97 3881779,Catholic school,,,,https://www.google.com/maps/search/?api=1&query=Friends%20of%20Jesus%20Convent%20-%20Ibex%20Hill%20Campus&query_place_id=ChIJ38eTwgyMQBkRnKUsieSpJLw,Catholic school
Kamwala south secondary school,,,,Lusaka,,ZM,,+260 96 1910020,Secondary school,,,,https://www.google.com/maps/search/?api=1&query=Kamwala%20south%20secondary%20school&query_place_id=ChIJpVI0ndXyQBkRzeS50IAmhPc,Secondary school
Chibolya Community School,,,H7FC+HV6,Lusaka,,ZM,,,Community school,,,,https://www.google.com/maps/search/?api=1&query=Chibolya%20Community%20School&query_place_id=ChIJ8-2YJmbzQBkRvBJOTYjzacQ,Community school
KAM Kindergarten and Primary School,,,Nationalist Rd,Lusaka,,ZM,,+260 97 2246413,Primary school,,,,https://www.google.com/maps/search/?api=1&query=KAM%20Kindergarten%20and%20Primary%20School&query_place_id=ChIJWxVAsSmNQBkRJOJ-6eNvGIQ,Primary school
Muyasunka Secondary school,,,X4XW+74M,Chibombo,,ZM,,+260 97 8073208,Secondary school,,,,https://www.google.com/maps/search/?api=1&query=Muyasunka%20Secondary%20school&query_place_id=ChIJI40ew3A4QBkRdm0L70EbEb0,Secondary school
Emmanuel Adventist School Chisamba,,,298H+386,Chisamba,,ZM,,+260 97 6261285,General education school,,,,https://www.google.com/maps/search/?api=1&query=Emmanuel%20Adventist%20School%20Chisamba&query_place_id=ChIJ6c1PbtZrQBkR_dQBl7g0fS0,General education school
Kafue Day Secondary School,,,65JP+HMC,Kafue,,ZM,,,Secondary school,,,,https://www.google.com/maps/search/?api=1&query=Kafue%20Day%20Secondary%20School&query_place_id=ChIJi0xvdArEQBkR23okPc4hp0w,Secondary school
Northmead Secondary School,,,"Northmead Primary School, Manchinchi Rd",Lusaka,,ZM,,,Secondary school,,,,https://www.google.com/maps/search/?api=1&query=Northmead%20Secondary%20School&query_place_id=ChIJMeQm00yLQBkRUP6MrcNcjhc,Secondary school
Kanyama Central secondary School,,,"H7C7+M7H, Unnamed Road",Lusaka,,ZM,,+260 97 7896640,Secondary school,,,,https://www.google.com/maps/search/?api=1&query=Kanyama%20Central%20secondary%20School&query_place_id=ChIJtRqew33zQBkRTzM9lK4-3NE,Secondary school
Chabota Primary and Secondary School,,,"H6J7+GCV, Mumbwa Rd",Lusaka,,ZM,,,Combined primary and secondary school,,,,https://www.google.com/maps/search/?api=1&query=Chabota%20Primary%20and%20Secondary%20School&query_place_id=ChIJmXqCkwb0QBkRh6K1m_Q4T78,Combined primary and secondary school
Elena Sapio School,,,Plot No. 4645 Tito Rd,Lusaka,,ZM,,,Catholic school,,,,https://www.google.com/maps/search/?api=1&query=Elena%20Sapio%20School&query_place_id=ChIJb8wqj3SLQBkRZSVrd_wn_FA,Catholic school
Lusaka Apex Medical University Main campus,4.1,428,Off Mumbwa Road,Lusaka,,ZM,http://www.lamu.edu.zm/,+260 75 0193851,University,,,,https://www.google.com/maps/search/?api=1&query=Lusaka%20Apex%20Medical%20University%20Main%20campus&query_place_id=ChIJ0diMKGyNQBkR0vV3gD8OZUk,University
Mandenga Primary School,,,XVC5+X8M,Chirundu,,ZM,,+260 211 515 156,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Mandenga%20Primary%20School&query_place_id=ChIJYQeajmOvOBkRbb1x7biNP58,Primary school
Kakaro Primary School,,,C9Q6+W9P,Luangwa,,ZM,,,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Kakaro%20Primary%20School&query_place_id=ChIJYTfxeJQPPBkRZo5UNhKrJQ8,Primary school
Indian School of Lusaka (ADMIN OFFICE),,,13964 Chainama Rd,Lusaka,,ZM,http://www.indianschooloflusaka.com/,+260 211 256 633,CBSE school,,,,https://www.google.com/maps/search/?api=1&query=Indian%20School%20of%20Lusaka%20(ADMIN%20OFFICE)&query_place_id=ChIJs-LStvTzQBkRhN732yCt5qw,CBSE school
Mungu Primary school,,,8437+5X7,Kafue,,ZM,,+260 76 1325387,Elementary school,,,,https://www.google.com/maps/search/?api=1&query=Mungu%20Primary%20school&query_place_id=ChIJmyDFdKvCQBkRXphAVcTTNZ4,Elementary school
Chalo Trust School,,,"No. 44A/E/609, Hybrid Rd., Chamba Valley",Lusaka,,ZM,http://www.chalotrustschool.com/,+260 97 9480254,Combined primary and secondary school,Boarding school,,,https://www.google.com/maps/search/?api=1&query=Chalo%20Trust%20School&query_place_id=ChIJyV2210yKQBkRBMraKLvAd4w,Combined primary and secondary school
Kings Palace Academy,,,,,,,,+260 96 6768975,Private educational institution,Service establishment,School,,https://www.google.com/maps/search/?api=1&query=Kings%20Palace%20Academy&query_place_id=ChIJCWdbQ6BgQBkRDL40Sz3WmoA,Private educational institution
Mongu International School,,,P5QC+MWW,Mongu,,ZM,,,International school,,,,https://www.google.com/maps/search/?api=1&query=Mongu%20International%20School&query_place_id=ChIJ82yCef93YBkR8tMtyEppNPg,International school
The Calabash School,4.3,3,P4JQ+WRJ,Mongu,,ZM,,,Educational institution,,,,https://www.google.com/maps/search/?api=1&query=The%20Calabash%20School&query_place_id=ChIJQYV5l0V3YBkRYQj761_xY5A,Educational institution
Mupatu Combined School,,,V4HW+2M5,Limulunga,,ZM,,,High school,,,,https://www.google.com/maps/search/?api=1&query=Mupatu%20Combined%20School&query_place_id=ChIJdzUZcLFxYBkRLWiS9UOZGqA,High school
The University of Barotseland,3.9,20,Lusaka-Mongu Rd,Mongu,,ZM,,+260 217 221 153,University,,,,https://www.google.com/maps/search/?api=1&query=The%20University%20of%20Barotseland&query_place_id=ChIJGdO6BmHYXxkRxGp1Lbyzbnk,University
senanga school of nursing,4,4,V7JW+VC2,Senanga,,ZM,,+260 217 230 046,Nursing school,,,,https://www.google.com/maps/search/?api=1&query=senanga%20school%20of%20nursing&query_place_id=ChIJOZXi4r0DXxkRevB65Ztvb9Q,Nursing school
Crownhill School,,,9M42+9VH,Chipata,,ZM,http://www.crownhillschool.com/,+260 96 2820001,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Crownhill%20School&query_place_id=ChIJM71MkMHrGBkRPFJH_XS3CK8,Primary school
Faith Christian Trust Accademy Primary/private School,,,9M42+F5H,Chipata,,ZM,,,Combined primary and secondary school,,,,https://www.google.com/maps/search/?api=1&query=Faith%20Christian%20Trust%20Accademy%20Primary%2Fprivate%20School&query_place_id=ChIJBwlKDp3rGBkR1Luq9iXeL1k,Combined primary and secondary school
LITTLE KUKU'S ACADEMY,5,1,"kapata area, Anoya K104",Chipata,,ZM,https://sites.google.com/view/littlekukusacademy/admission/school-catalog,+260 97 8051010,Education center,,,,https://www.google.com/maps/search/?api=1&query=LITTLE%20KUKU'S%20ACADEMY&query_place_id=ChIJre9CUj_rGBkR1DvDsrth-94,Education center
Mwavi Secondary School,,,,Chitope,,ZM,,+260 97 7721340,High school,,,,https://www.google.com/maps/search/?api=1&query=Mwavi%20Secondary%20School&query_place_id=ChIJXwqDUuwpPBkRRq8I4B1eMdc,High school
Muse Private School,,,"Plot No. 3263, Off Mpika Road Kasama ZM",Kasama,,ZM,,+260 97 8369343,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Muse%20Private%20School&query_place_id=ChIJ9V5646DICBkR0QfWH0RLP_o,Private educational institution
Zhitha Natasha Private School,,,Q6W4+CXR,Kasama,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Zhitha%20Natasha%20Private%20School&query_place_id=ChIJj7yJsDrHCBkRttcO5ZTtE2g,Private educational institution
Thorntree International School,,,Q5VM+CV7,Kasama,,ZM,,,International school,,,,https://www.google.com/maps/search/?api=1&query=Thorntree%20International%20School&query_place_id=ChIJiVjhbBDHCBkRxHHp-aAOliw,International school
Nileleni Private School,,,R53J+PH9,Kasama,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Nileleni%20Private%20School&query_place_id=ChIJ8_fq5ivHCBkRmba5A1bj8I4,Private educational institution
Fountain School,4.7,3,"Raphael Musonda's resident, Unnamed Road",Kasama,,ZM,,+260 97 7677193,Educational institution,,,,https://www.google.com/maps/search/?api=1&query=Fountain%20School&query_place_id=ChIJGaXxyM_HCBkRtCi3sa4NyAo,Educational institution
Fountain School,5,2,"Plot # 1558, Off Mwamba Road, central",Kasama,,ZM,,+260 97 9348540,Educational institution,,,,https://www.google.com/maps/search/?api=1&query=Fountain%20School&query_place_id=ChIJR-OgibXHCBkR1f7wL9l8bOA,Educational institution
Bethel Private School,,,42 musakanya kombe Mpika ZM,Mpika,,ZM,,+260 97 1828912,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Bethel%20Private%20School&query_place_id=ChIJ9QrD_RkOEBkRrt9-Zlc4c0g,Private educational institution
Clemsons Academy,,,,Kasama,,ZM,,+260 97 8245420,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Clemsons%20Academy&query_place_id=ChIJOfCXcJLJCBkR5cDhc2g46Jc,Private educational institution
PEADS TRUST PRIVATE SCHOOL,,,"5C58+245 Peads trust private school, zamiwe road",Mpika,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=PEADS%20TRUST%20PRIVATE%20SCHOOL&query_place_id=ChIJpUyUQT4REBkRnn27NF4KEuk,Private educational institution
Nereleni private school,,,Q5CV+9HG Mukulumpe in,Kasama,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Nereleni%20private%20school&query_place_id=ChIJ3c8NioXJCBkRnNNSAcpGvv0,Private educational institution
KASAMA UNIVERSITY COLLEGE,,,"musenga market Former lethabo private school, Off Lunzua Road",Kasama,,ZM,https://kasamauniversitycollege.com/,+260 97 8357072,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=KASAMA%20UNIVERSITY%20COLLEGE&query_place_id=ChIJ1WhKmS7JCBkROSq5K-1pljI,Private educational institution
African Vision Of Hope School - Kasama,,,R56P+524,Kasama,,ZM,http://africanvisionofhope.org/,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=African%20Vision%20Of%20Hope%20School%20-%20Kasama&query_place_id=ChIJ0VN5UALHCBkRZEf38eFMBTU,Private educational institution
kasonde private school,5,2,QVGV+39,Mansa,,ZM,,+260 97 5553272,Preschool,,,,https://www.google.com/maps/search/?api=1&query=kasonde%20private%20school&query_place_id=ChIJQ8AkjpnZDBkRWiv6jA5v5R4,Preschool
Our Lady of Mercy School,,,RW22+GW7,Mansa,,ZM,,+260 97 4118656,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Our%20Lady%20of%20Mercy%20School&query_place_id=ChIJ0fLaxabZDBkRaZCTLr0fopU,Primary school
Suwilo christian school,,,"Situation along, Mansa - Samfya Rd",Mansa,,ZM,,+260 97 9361636,School center,,,,https://www.google.com/maps/search/?api=1&query=Suwilo%20christian%20school&query_place_id=ChIJFYEtPl3ZDBkRRRzddaviBRI,School center
Deepsky Private School,,,"QWV8+7QJ, Namwandwe",Mansa,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Deepsky%20Private%20School&query_place_id=ChIJodVK9ObZDBkRiWnM1ZsMMmY,Private educational institution
St Clements secondary school,,,"QWR3+X9Q, St Clements Road",Mansa,,ZM,,+260 212 821 224,Boys' high school,,,,https://www.google.com/maps/search/?api=1&query=St%20Clements%20secondary%20school&query_place_id=ChIJhaL1gqnZDBkRGCWPBOjv1CQ,Boys' high school
Fordina Pandeli Secondary School,,,710620,Mansa,,ZM,,+260 97 7904507,Middle school,,,,https://www.google.com/maps/search/?api=1&query=Fordina%20Pandeli%20Secondary%20School&query_place_id=ChIJC3r8JXfZDBkR_dI-bviKIdg,Middle school
Twingi Secondary School,3.5,4,JHQ2+6H3,Samfya,,ZM,,,Agricultural high school,,,,https://www.google.com/maps/search/?api=1&query=Twingi%20Secondary%20School&query_place_id=ChIJl8XLqnOlDRkRL-ocxarlacE,Agricultural high school
Chile Primary School,,,QV6P+R94,Mansa,,ZM,,,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Chile%20Primary%20School&query_place_id=ChIJe_7V1enZDBkRcb4Ozo1aODU,Primary school
Chimese primary school,,,VV37+4J2,Mansa,,ZM,,,Elementary school,,,,https://www.google.com/maps/search/?api=1&query=Chimese%20primary%20school&query_place_id=ChIJeRRVWGvbDBkRWX7YFUTdha4,Elementary school
Fiyongoli Primary School,,,RWQ3+8R2,Mansa,,ZM,,,Elementary school,,,,https://www.google.com/maps/search/?api=1&query=Fiyongoli%20Primary%20School&query_place_id=ChIJr3ls1RfbDBkRvBuUjzOevKY,Elementary school
Mansa College of Education,3.8,49,QWQ2+466,Mansa,,ZM,https://mace.edu.zm/,+260 97 7871407,Teachers college,University,,,https://www.google.com/maps/search/?api=1&query=Mansa%20College%20of%20Education&query_place_id=ChIJiVoUm6zZDBkR0RkYiuM60sI,Teachers college
Lechwe School,4.2,33,"6639+XRP, Kuomboka Dr",Kitwe,,ZM,,+260 212 227 040,Educational institution,,,,https://www.google.com/maps/search/?api=1&query=Lechwe%20School&query_place_id=ChIJ4cINWxLmbBkRFmy68r85_cw,Educational institution
Amano Christian School,,,Plot 2041 Kitwe Road,,,ZM,http://amanocs.org/,+260 96 5431832,Parochial school,,,,https://www.google.com/maps/search/?api=1&query=Amano%20Christian%20School&query_place_id=ChIJOziyxbQAbRkRAhkQ5r9dlYQ,Parochial school
Eagle International School,,,"Eagle International School, M4",Mufulira,,ZM,,+260 97 7141363,International school,,,,https://www.google.com/maps/search/?api=1&query=Eagle%20International%20School&query_place_id=ChIJEbvej7UebRkRppR0fBqgB1E,International school
Kaoma College Of Nursing And Midwifery,4.4,13,Old Hospital Road,Kaoma,,ZM,,+260 217 360 108,Government college,Nursing school,,,https://www.google.com/maps/search/?api=1&query=Kaoma%20College%20Of%20Nursing%20And%20Midwifery&query_place_id=ChIJzYTZhI9zZxkRoiPLQt9VT9E,Government college
Sentinel Kalumbila School,,,Kalumbila Kalumbia ZM,,,ZM,http://www.sentinel-kalumbila.com/,+260 96 3898552,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Sentinel%20Kalumbila%20School&query_place_id=ChIJ0ZUXRiHXehkRo85cR6oJHpI,Primary school
Chengelo school,4.6,59,"Chengelo School, Private Bag 16,",Mkushi,,ZM,http://www.chengeloschool.org/,+260 215 352 258,Educational institution,,,,https://www.google.com/maps/search/?api=1&query=Chengelo%20school&query_place_id=ChIJRT9PMqtaFBkRw0NCIUYBfGU,Educational institution
Countryside School,,,"Riverside Ext, 8118 Off Mukuba Rd",Kitwe,,ZM,,+260 96 3329758,Primary school,Educational institution,Preschool,Special education school,https://www.google.com/maps/search/?api=1&query=Countryside%20School&query_place_id=ChIJ0zxqR8znbBkR144FmYrPSNM,Primary school
Luwi International School,,,Katunga Rd,Chingola,,ZM,,+260 96 3893943,International school,,,,https://www.google.com/maps/search/?api=1&query=Luwi%20International%20School&query_place_id=ChIJt1UrgdyobRkR3wEgHXNJZb0,International school
Simoko Trust School,,,Plot E1 Madala Road,Ndola,,ZM,http://www.simokotrustschool.com/,+260 95 5992342,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Simoko%20Trust%20School&query_place_id=ChIJjyPlTfGNQBkRp_tbC6lAeSU,Private educational institution
Little Angel Private School,,,"section 6/a Roan, Plot No.24",Luanshya,,ZM,http://littleangelprivateschool.com/,+260 97 7320722,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Little%20Angel%20Private%20School&query_place_id=ChIJBWiizKi9bBkRIM-2y-S6VNY,Private educational institution
ST Barnabas Academy villa,4.3,3,3J6H+9F7,Ndola,,ZM,,+260 96 6543887,Educational institution,,,,https://www.google.com/maps/search/?api=1&query=ST%20Barnabas%20Academy%20villa&query_place_id=ChIJ1Q-s4cK1bBkR33h0OUUYPOg,Educational institution
Sukri Reigns Academy,,,2738,Ndola,,ZM,,+260 96 6060376,Private educational institution,School,,,https://www.google.com/maps/search/?api=1&query=Sukri%20Reigns%20Academy&query_place_id=ChIJ7SswhVDLbBkRS3N471jQwl4,Private educational institution
Grace Nayame Academy,,,"533Q+M85, Musokotwane Rd",Kalulushi,,ZM,,+260 97 7837672,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Grace%20Nayame%20Academy&query_place_id=ChIJDe6wKWvwbBkRBsf_MVHJbBY,Private educational institution
Mosiah Private School,,,"722, Near Kawama clinic",Kitwe,,ZM,https://www.mosiahprivateschool.com/,+260 96 7964955,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Mosiah%20Private%20School&query_place_id=ChIJaaDO-xblbBkRQnpkbGlogtg,Private educational institution
Nsansa School,,,"Nsansa Primary School, Mayembe Avenue",Ndola,,ZM,,+260 212 612 341,Co-ed school,,,,https://www.google.com/maps/search/?api=1&query=Nsansa%20School&query_place_id=ChIJgZMit_20bBkR6tC2A0GzDQo,Co-ed school
St Angelus School,,,Pamodzi Rd,Ndola,,ZM,,+260 96 6785623,General education school,,,,https://www.google.com/maps/search/?api=1&query=St%20Angelus%20School&query_place_id=ChIJWf6Y8Je1bBkRA5cDV2hLmWs,General education school
Sunshine International Christian Academy(SICA),,,Quorn Ave,Mufulira,,ZM,,+260 96 3914514,Religious school,,,,https://www.google.com/maps/search/?api=1&query=Sunshine%20International%20Christian%20Academy(SICA)&query_place_id=ChIJb_0w29wZbRkRZHUkNAQBVOo,Religious school
Havilla Christian School,,,ZZ35 Mindolo Miseshi Kitwe ZM,Kitwe,,ZM,http://www.havillachristianschool.org/,+260 96 0582211,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Havilla%20Christian%20School&query_place_id=ChIJnT_7PgvlbBkRM04WhVdNGSE,Private educational institution
Mochi Private School,,,99HR+3GQ,Mkushi,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Mochi%20Private%20School&query_place_id=ChIJVYt3SL_3FBkRGxmQFmBHjM4,Private educational institution
MINI-PARK ACADEMY,,,CHILUNDU NDOLA ZM Ndola ZM,Ndola,,ZM,https://mini-park-academy.com/,+260 96 9856566,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=MINI-PARK%20ACADEMY&query_place_id=ChIJF7XWllOzbBkRY6w9fzxWdh4,Private educational institution
Lupiya Primary School,,,FXMQ+JM2,Kalima,,ZM,,,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Lupiya%20Primary%20School&query_place_id=ChIJbdoADgfHoRkR-nku6BNG4Wc,Primary school
Jemamu Christian Academy,4.3,3,,Serenje,,ZM,,+260 97 5114363,Preschool,Primary school,,,https://www.google.com/maps/search/?api=1&query=Jemamu%20Christian%20Academy&query_place_id=ChIJi1yCArqnFhkRrUIrydkeIh4,Preschool
Chitambo School Of Nursing,4.5,15,3JPP+38Q,,,ZM,,+260 97 7571685,Nursing school,,,,https://www.google.com/maps/search/?api=1&query=Chitambo%20School%20Of%20Nursing&query_place_id=ChIJMTPcFUQxERkR2h5SFxQTcCM,Nursing school
St. Francis' School of Nursing,3.4,18,,Katete,,ZM,,,Nursing school,,,,https://www.google.com/maps/search/?api=1&query=St.%20Francis'%20School%20of%20Nursing&query_place_id=ChIJEYt4l790GBkR5Y58Xl505TI,Nursing school
Ahmadiyya Muslim Secondary school Petauke,,,Q73R+HW,Petauke,,ZM,http://www.alislam.org/,+260 97 5146772,Religious school,,,,https://www.google.com/maps/search/?api=1&query=Ahmadiyya%20Muslim%20Secondary%20school%20Petauke&query_place_id=ChIJez0gDABfPRkRkLXHU0-UJXk,Religious school
Gem private school,,,9JHX+628,Chipata,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Gem%20private%20school&query_place_id=ChIJyVL-_UzpGBkR8OlV3RoxUPo,Private educational institution
Chongololo School,,,9J7Q+RQ9,Chipata,,ZM,,+260 97 9893200,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Chongololo%20School&query_place_id=ChIJeZW_ruTrGBkRQJuUtdeY7P8,Private educational institution
Growing Minds Academy,,,Highland Manungu,Monze,,ZM,,+260 97 8961253,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Growing%20Minds%20Academy&query_place_id=ChIJAc_LByS3RhkRlMdTbq874No,Private educational institution
Mazabuka Overspill,3.5,2,5Q33+759,Mazabuka,,ZM,,+260 96 9647104,Educational institution,,,,https://www.google.com/maps/search/?api=1&query=Mazabuka%20Overspill&query_place_id=ChIJs0ieO9AlQRkRrK73N7XmH0s,Educational institution
Tom and Jerry Private School,,,PFC9+PVR,Monze,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Tom%20and%20Jerry%20Private%20School&query_place_id=ChIJYQN-Vei3RhkRkLZ5b1OZCEI,Private educational institution
Tina Trust School,,,9JF9+55J,Chipata,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Tina%20Trust%20School&query_place_id=ChIJ943pZE7vGBkRPBF0zxhFqaU,Private educational institution
MEM Boarding School,,,"Namboard Area Off, T4",Chipata,,ZM,,+260 97 1640421,Boarding school,,,,https://www.google.com/maps/search/?api=1&query=MEM%20Boarding%20School&query_place_id=ChIJp2pX8-zuGBkRUOYPw0x8tpU,Boarding school
Chizongwe Technical High School,,,CJ2C+P5M,Chipata,,ZM,,,Boarding school,,,,https://www.google.com/maps/search/?api=1&query=Chizongwe%20Technical%20High%20School&query_place_id=ChIJjwHrOdHuGBkRAHdnpPO3KOk,Boarding school
MEM Primary School,,,9J3X+FM8,Chipata,,ZM,,+260 97 6856147,Primary school,,,,https://www.google.com/maps/search/?api=1&query=MEM%20Primary%20School&query_place_id=ChIJa4hwiurrGBkRCJYCYN0gwBU,Primary school
Ndubaluba Outdoor Centre,4.9,16,,Mkushi,,ZM,https://www.ndubaluba.org/,+260 96 5203323,Outdoor activity organiser,Education center,Youth organization,,https://www.google.com/maps/search/?api=1&query=Ndubaluba%20Outdoor%20Centre&query_place_id=ChIJLaWR2wBaFBkRpIoG7tueLpc,Outdoor activity organiser
Chipata Skills Training Institute,4,2,9JGX+4G2,Chipata,,ZM,,,College,,,,https://www.google.com/maps/search/?api=1&query=Chipata%20Skills%20Training%20Institute&query_place_id=ChIJ3er8uWvpGBkRB_9Z4mobtNM,College
Palm Green Private School,,,49W8+G6X,Mbala,,ZM,,+260 96 7947559,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Palm%20Green%20Private%20School&query_place_id=ChIJNcy0kabppxkRXvBIyRmOz_w,Private educational institution
Shalome School Of Health And Bussines Study,4.5,11,"562M+F3R, Tafuna Dr",Kitwe,,ZM,,+260 76 1235892,Business school,,,,https://www.google.com/maps/search/?api=1&query=Shalome%20School%20Of%20Health%20And%20Bussines%20Study&query_place_id=ChIJV-0qrzbpbBkR5bxrBd6uA4c,Business school
Bwaka Private School,,,44R6+QHV,Kitwe,,ZM,,+260 96 6781215,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Bwaka%20Private%20School&query_place_id=ChIJ47eIPCjwbBkRN48UVoWtx0c,Private educational institution
Hymick Academy Excellence,,,106 Kalungwishi St,Kitwe,,ZM,https://m.facebook.com/HymickAcademyExcellence/,+260 95 4801224,Elementary school,,,,https://www.google.com/maps/search/?api=1&query=Hymick%20Academy%20Excellence&query_place_id=ChIJ5Y1DDp7pbBkRpNq1tQOlAVk,Elementary school
Nkana College Of Applied Sciences And Education,4.2,67,27th Ave,Kitwe,,ZM,,,Private university,,,,https://www.google.com/maps/search/?api=1&query=Nkana%20College%20Of%20Applied%20Sciences%20And%20Education&query_place_id=ChIJdw6i_H3obBkRF8pr72rU9I8,Private university
Sophies Christian Academy,,,,Kitwe,,ZM,https://web.facebook.com/Sophies-Christian-Academy-381703525341967/,+260 97 8359797,Parochial school,,,,https://www.google.com/maps/search/?api=1&query=Sophies%20Christian%20Academy&query_place_id=ChIJxyW6MizlbBkRirGxxE0WdKs,Parochial school
Sacred Heart Secondary School,,,"Sacred Heart Catholic Church, Kabengele Ave",Kitwe,,ZM,,+260 96 0866360,Secondary school,,,,https://www.google.com/maps/search/?api=1&query=Sacred%20Heart%20Secondary%20School&query_place_id=ChIJ4dLLCdDpbBkRfz7RnWmzYWc,Secondary school
